Order_Id,Customer_Id,Customer_Name,Product_Id,Product_Category,Product_Name,Quantity_ordered,Price,Date_and_Time_When_Order_Was_Placed,Customer_Country,Customer_City,Site_From_Where_Order_Was_Placed,Payment_Type,Payment_Transaction_Confirmation_Id,Payment_Success_or_Failure,Payment_Failure_Reason
93ec06c9-61b5-4066-9989-05d328bbc339,123e4567-e89b-12d3-a456-426614174000,Anthony Henry,123e4567-e89b-12d3-a456-426614174000,Clothing,Sweaters,5,524.66,2023-11-19 09:45:07.427228,India,Chennai,Walmart,Card,123e4567-e89b-12d3-a456-426614174000,N,Card Expired
123e4567-e89b-12d3-a456-426614174001,10936b1a-a0be-4689-b942-6a950ca1f88a,Stephen Sanders,123e4567-e89b-12d3-a456-426614174001,Home & Kitchen,Shampoo,1,626.61,2024-07-20 09:45:07.427228,Canada,Vancouver,Amazon,UPI,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Austin Shah,5bd72cce-13c9-4d49-8779-df680ba0add0,Books,Comics,3,72.08,2024-07-28 09:45:07.427228,India,Chennai,eBay,Wallet,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Patrick Stewart,123e4567-e89b-12d3-a456-426614174003,Home & Kitchen,Shampoo,2,217.95,2024-01-20 09:45:07.427228,Germany,Hamburg,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174003,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Jennifer Turner,123e4567-e89b-12d3-a456-426614174004,Books,Fiction,1,188.13,2024-07-27 09:45:07.427228,India,Chennai,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Tamara Roberts,123e4567-e89b-12d3-a456-426614174005,Books,Non-Fiction,1,949.39,2024-05-01 09:45:07.427228,UK,Birmingham,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174005,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Rita Anderson,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Detergent,1,74.92,2024-05-15 09:45:07.427228,Germany,Hamburg,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174006,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Theodore White,123e4567-e89b-12d3-a456-426614174007,Sports,Football,2,798.85,2024-06-10 09:45:07.427228,USA,New York,eBay,Wallet,9e4e8348-88a2-4795-be7f-3bb960bbdb77,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Jennifer Castro,123e4567-e89b-12d3-a456-426614174008,Clothing,Sweaters,3,642.66,2024-04-14 09:45:07.427228,USA,New York,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174008,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Caitlyn Brown,123e4567-e89b-12d3-a456-426614174009,Clothing,Jeans,1,825.96,2023-11-13 09:45:07.427228,UK,Glasgow,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174009,N,No Reason Provided
93ec06c9-61b5-4066-9989-05d328bbc339,123e4567-e89b-12d3-a456-426614174000,Xavier Jones,123e4567-e89b-12d3-a456-426614174000,Clothing,Jackets,1,854.38,2023-11-26 09:45:07.427228,Canada,Vancouver,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174000,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174001,10936b1a-a0be-4689-b942-6a950ca1f88a,Carol Jenkins,123e4567-e89b-12d3-a456-426614174001,Books,Magazines,2,455.89,2024-02-12 09:45:07.427228,USA,Los Angeles,Amazon,Card,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Shari Houston,5bd72cce-13c9-4d49-8779-df680ba0add0,Home & Kitchen,Shampoo,3,955.56,2024-03-16 09:45:07.427228,Germany,Munich,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174002,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Justin Luna,123e4567-e89b-12d3-a456-426614174003,Home & Kitchen,Toothpaste,3,680.71,2023-12-24 09:45:07.427228,Canada,Vancouver,Flipkart,Card,123e4567-e89b-12d3-a456-426614174003,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Brittany Cooper,123e4567-e89b-12d3-a456-426614174004,Clothing,Sweaters,1,643.9,2024-03-09 09:45:07.427228,Canada,Montreal,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174004,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Stephanie Calhoun,123e4567-e89b-12d3-a456-426614174005,Clothing,Sweaters,4,949.39,2023-10-06 09:45:07.427228,India,Mumbai,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174005,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Michael Martinez,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Toothpaste,3,309.46,2023-10-21 09:45:07.427228,India,Bangalore,Amazon,Card,123e4567-e89b-12d3-a456-426614174006,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Eric Phillips,123e4567-e89b-12d3-a456-426614174007,Electronics,Laptops,3,360.01,2023-10-29 09:45:07.427228,Germany,Berlin,Shopify,UPI,9e4e8348-88a2-4795-be7f-3bb960bbdb77,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Angela Lane,123e4567-e89b-12d3-a456-426614174008,Home & Kitchen,Soap,4,953.5,2023-12-27 09:45:07.427228,Canada,Toronto,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174008,Y,Card Expired
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Kathy Frank,123e4567-e89b-12d3-a456-426614174009,Books,Non-Fiction,5,753.03,2023-11-17 09:45:07.427228,UK,Glasgow,Walmart,UPI,123e4567-e89b-12d3-a456-426614174009,N,No Reason Provided
93ec06c9-61b5-4066-9989-05d328bbc339,123e4567-e89b-12d3-a456-426614174000,Donna Torres,123e4567-e89b-12d3-a456-426614174000,Sports,Tennis Racket,3,476.8,2023-12-03 09:45:07.427228,USA,Los Angeles,Shopify,UPI,123e4567-e89b-12d3-a456-426614174000,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,10936b1a-a0be-4689-b942-6a950ca1f88a,Cheryl Oneill,123e4567-e89b-12d3-a456-426614174001,Home & Kitchen,Shampoo,5,368.25,2024-03-08 09:45:07.427228,USA,Phoenix,eBay,Wallet,123e4567-e89b-12d3-a456-426614174001,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Ryan Davis,5bd72cce-13c9-4d49-8779-df680ba0add0,Clothing,Jeans,2,338.96,2024-09-14 09:45:07.427228,USA,New York,Flipkart,Card,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Ashley Frank,123e4567-e89b-12d3-a456-426614174003,Electronics,Laptops,5,206.1,2024-04-04 09:45:07.427228,Canada,Montreal,Flipkart,Internet Banking,123e4567-e89b-12d3-a456-426614174003,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Gina King,123e4567-e89b-12d3-a456-426614174004,Home & Kitchen,Shampoo,1,48.75,2024-03-17 09:45:07.427228,Germany,Munich,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174004,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Carl Harris,123e4567-e89b-12d3-a456-426614174005,Electronics,Smartphones,5,949.39,2024-01-19 09:45:07.427228,Canada,Vancouver,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174005,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Ashley Gonzalez,123e4567-e89b-12d3-a456-426614174006,Books,Comics,5,921.72,2024-08-29 09:45:07.428229,USA,Chicago,Amazon,UPI,123e4567-e89b-12d3-a456-426614174006,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Anthony Mack,123e4567-e89b-12d3-a456-426614174007,Sports,Gym Gloves,2,155.63,2024-04-19 09:45:07.428229,Canada,Montreal,Walmart,Wallet,9e4e8348-88a2-4795-be7f-3bb960bbdb77,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Erica Horton,123e4567-e89b-12d3-a456-426614174008,Home & Kitchen,Soap,1,531.07,2023-10-13 09:45:07.428229,Canada,Toronto,Shopify,UPI,123e4567-e89b-12d3-a456-426614174008,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Jessica Santana,123e4567-e89b-12d3-a456-426614174009,Sports,Tennis Racket,4,522.72,2024-02-24 09:45:07.428229,Canada,Vancouver,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174009,Y,No Reason Provided
93ec06c9-61b5-4066-9989-05d328bbc339,123e4567-e89b-12d3-a456-426614174000,Brenda Sandoval,123e4567-e89b-12d3-a456-426614174000,Home & Kitchen,Lotion,4,583.44,2023-12-19 09:45:07.428229,UK,Birmingham,Flipkart,Card,123e4567-e89b-12d3-a456-426614174000,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174001,10936b1a-a0be-4689-b942-6a950ca1f88a,Christopher Howard,123e4567-e89b-12d3-a456-426614174001,Books,Comics,3,904.24,2024-09-02 09:45:07.428229,UK,Glasgow,Walmart,Card,123e4567-e89b-12d3-a456-426614174001,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Catherine Liu,5bd72cce-13c9-4d49-8779-df680ba0add0,Sports,Cricket Bat,1,416.77,2024-01-18 09:45:07.428229,India,Kolkata,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174002,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Melissa Lee,123e4567-e89b-12d3-a456-426614174003,Home & Kitchen,Lotion,3,786.7,2023-10-10 09:45:07.428229,India,Chennai,Shopify,Card,123e4567-e89b-12d3-a456-426614174003,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Rebecca Galloway,123e4567-e89b-12d3-a456-426614174004,Home & Kitchen,Toothpaste,1,749.76,2024-01-04 09:45:07.428229,India,Chennai,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174004,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Alyssa Long,123e4567-e89b-12d3-a456-426614174005,Sports,Gym Gloves,2,949.39,2023-12-15 09:45:07.428229,Canada,Montreal,eBay,Wallet,123e4567-e89b-12d3-a456-426614174005,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Brian Walker,123e4567-e89b-12d3-a456-426614174006,Clothing,Jeans,4,117.37,2024-06-22 09:45:07.428229,Germany,Hamburg,Shopify,Card,123e4567-e89b-12d3-a456-426614174006,N,Card Expired
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Jason Weaver,123e4567-e89b-12d3-a456-426614174007,Sports,Gym Gloves,4,259.38,2024-09-07 09:45:07.428229,USA,Los Angeles,Amazon,Internet Banking,9e4e8348-88a2-4795-be7f-3bb960bbdb77,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Steven Payne,123e4567-e89b-12d3-a456-426614174008,Books,Comics,1,963.09,2024-02-09 09:45:07.428229,UK,Glasgow,Flipkart,Internet Banking,123e4567-e89b-12d3-a456-426614174008,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Miss Bonnie Carter DVM,123e4567-e89b-12d3-a456-426614174009,Electronics,Batteries,2,952.39,2024-02-10 09:45:07.428229,USA,New York,Shopify,UPI,123e4567-e89b-12d3-a456-426614174009,Y,Payment Gateway Error
93ec06c9-61b5-4066-9989-05d328bbc339,123e4567-e89b-12d3-a456-426614174000,Michelle Irwin,123e4567-e89b-12d3-a456-426614174000,Sports,Cricket Bat,4,340.26,2024-04-01 09:45:07.428229,Germany,Cologne,eBay,Wallet,123e4567-e89b-12d3-a456-426614174000,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,10936b1a-a0be-4689-b942-6a950ca1f88a,Andrea Serrano,123e4567-e89b-12d3-a456-426614174001,Books,Non-Fiction,3,599.46,2024-01-03 09:45:07.428229,India,Bangalore,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174001,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Mary Martinez,5bd72cce-13c9-4d49-8779-df680ba0add0,Home & Kitchen,Detergent,5,596.21,2023-12-19 09:45:07.428229,Germany,Munich,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Stephen Silva,123e4567-e89b-12d3-a456-426614174003,Home & Kitchen,Detergent,3,778.22,2023-12-16 09:45:07.428229,UK,Birmingham,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174003,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Michael Conrad,123e4567-e89b-12d3-a456-426614174004,Books,Comics,1,672.62,2023-11-01 09:45:07.428229,Canada,Montreal,Walmart,Internet Banking,123e4567-e89b-12d3-a456-426614174004,N,Card Expired
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Phillip Morrow,123e4567-e89b-12d3-a456-426614174005,Clothing,T-Shirts,4,949.39,2023-11-21 09:45:07.428229,India,Kolkata,Walmart,Internet Banking,123e4567-e89b-12d3-a456-426614174005,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Pamela Stokes,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Lotion,1,243.86,2023-11-14 09:45:07.428229,Germany,Hamburg,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174006,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Stacy Hanson,123e4567-e89b-12d3-a456-426614174007,Sports,Cricket Bat,2,427.38,2023-12-06 09:45:07.428229,Germany,Cologne,Flipkart,Internet Banking,9e4e8348-88a2-4795-be7f-3bb960bbdb77,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,William Mccarty MD,123e4567-e89b-12d3-a456-426614174008,Books,Textbooks,5,423.8,2023-12-10 09:45:07.428229,India,Mumbai,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174008,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Jessica Lee,123e4567-e89b-12d3-a456-426614174009,Books,Fiction,5,898.39,2024-07-24 09:45:07.428229,USA,Chicago,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174009,N,Fraudulent Activity
93ec06c9-61b5-4066-9989-05d328bbc339,123e4567-e89b-12d3-a456-426614174000,Katherine Jones,123e4567-e89b-12d3-a456-426614174000,Sports,Football,5,752.61,2023-11-18 09:45:07.428229,USA,Phoenix,Amazon,UPI,123e4567-e89b-12d3-a456-426614174000,Y,Card Expired
123e4567-e89b-12d3-a456-426614174001,10936b1a-a0be-4689-b942-6a950ca1f88a,Travis Macdonald,123e4567-e89b-12d3-a456-426614174001,Electronics,Smartphones,1,260.91,2024-09-16 09:45:07.428229,USA,New York,eBay,Wallet,123e4567-e89b-12d3-a456-426614174001,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Anthony Hunt,5bd72cce-13c9-4d49-8779-df680ba0add0,Home & Kitchen,Lotion,4,813.66,2024-01-21 09:45:07.428229,Canada,Montreal,Amazon,UPI,123e4567-e89b-12d3-a456-426614174002,N,Card Expired
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Mr. Nicholas Holmes MD,123e4567-e89b-12d3-a456-426614174003,Clothing,Jackets,1,609.89,2023-10-25 09:45:07.428229,UK,Glasgow,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174003,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Tanner Ferguson,123e4567-e89b-12d3-a456-426614174004,Electronics,Batteries,1,404.05,2024-06-12 09:45:07.428229,Canada,Toronto,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174004,N,Card Expired
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Bryan Austin,123e4567-e89b-12d3-a456-426614174005,Books,Magazines,1,949.39,2024-03-18 09:45:07.428229,USA,Los Angeles,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174005,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Jillian Harvey,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Shampoo,1,756.4,2024-02-03 09:45:07.428229,USA,Los Angeles,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174006,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Megan Barber,123e4567-e89b-12d3-a456-426614174007,Clothing,Socks,1,341.12,2023-10-22 09:45:07.428229,India,Mumbai,Amazon,UPI,9e4e8348-88a2-4795-be7f-3bb960bbdb77,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Linda Wood,123e4567-e89b-12d3-a456-426614174008,Home & Kitchen,Soap,5,305.07,2023-11-11 09:45:07.428229,USA,Phoenix,eBay,Wallet,123e4567-e89b-12d3-a456-426614174008,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Mark Kennedy,123e4567-e89b-12d3-a456-426614174009,Sports,Tennis Racket,2,816.8,2024-08-03 09:45:07.428229,Canada,Calgary,Shopify,UPI,123e4567-e89b-12d3-a456-426614174009,N,No Reason Provided
93ec06c9-61b5-4066-9989-05d328bbc339,123e4567-e89b-12d3-a456-426614174000,Denise Hodges,123e4567-e89b-12d3-a456-426614174000,Books,Textbooks,2,705.09,2024-07-14 09:45:07.428229,Canada,Calgary,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174000,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,10936b1a-a0be-4689-b942-6a950ca1f88a,Angela Anderson,123e4567-e89b-12d3-a456-426614174001,Books,Fiction,2,524.41,2023-10-23 09:45:07.428229,India,Mumbai,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174001,Y,Card Expired
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Joshua Robinson,5bd72cce-13c9-4d49-8779-df680ba0add0,Sports,Tennis Racket,5,913.17,2023-12-13 09:45:07.428229,Germany,Cologne,Flipkart,Card,123e4567-e89b-12d3-a456-426614174002,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Dylan Johnson,123e4567-e89b-12d3-a456-426614174003,Electronics,Chargers,4,755.76,2024-02-28 09:45:07.428229,USA,Chicago,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174003,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Lawrence Bennett,123e4567-e89b-12d3-a456-426614174004,Sports,Basketball,1,77.67,2023-11-18 09:45:07.428229,Canada,Vancouver,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Mrs. Elizabeth Gardner,123e4567-e89b-12d3-a456-426614174005,Sports,Basketball,4,949.39,2024-06-20 09:45:07.428229,India,Kolkata,Walmart,UPI,123e4567-e89b-12d3-a456-426614174005,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Michelle Fernandez,123e4567-e89b-12d3-a456-426614174006,Sports,Tennis Racket,1,92.64,2023-10-31 09:45:07.428229,India,Kolkata,Amazon,Card,123e4567-e89b-12d3-a456-426614174006,Y,Card Expired
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Sheila Edwards,123e4567-e89b-12d3-a456-426614174007,Electronics,Chargers,5,77.35,2024-05-07 09:45:07.428229,USA,Phoenix,Flipkart,UPI,9e4e8348-88a2-4795-be7f-3bb960bbdb77,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Jeremy Gomez,123e4567-e89b-12d3-a456-426614174008,Home & Kitchen,Lotion,1,464.47,2023-11-17 09:45:07.428229,USA,Los Angeles,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174008,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Frederick Ponce,123e4567-e89b-12d3-a456-426614174009,Books,Non-Fiction,4,875.26,2024-09-07 09:45:07.428229,India,Bangalore,eBay,Wallet,123e4567-e89b-12d3-a456-426614174009,N,No Reason Provided
93ec06c9-61b5-4066-9989-05d328bbc339,123e4567-e89b-12d3-a456-426614174000,Christina Kirk,123e4567-e89b-12d3-a456-426614174000,Clothing,Socks,3,949.35,2024-03-04 09:45:07.428229,Germany,Berlin,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174000,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174001,10936b1a-a0be-4689-b942-6a950ca1f88a,Timothy Perkins,123e4567-e89b-12d3-a456-426614174001,Electronics,Smartphones,5,734.15,2023-11-21 09:45:07.428229,UK,Birmingham,Shopify,UPI,123e4567-e89b-12d3-a456-426614174001,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Michael Martinez,5bd72cce-13c9-4d49-8779-df680ba0add0,Home & Kitchen,Lotion,1,755.05,2024-09-08 09:45:07.428229,Germany,Cologne,Flipkart,Internet Banking,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Julie Mcguire,123e4567-e89b-12d3-a456-426614174003,Clothing,Jeans,4,136.51,2023-11-13 09:45:07.428229,USA,New York,Amazon,UPI,123e4567-e89b-12d3-a456-426614174003,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,David Rodriguez,123e4567-e89b-12d3-a456-426614174004,Home & Kitchen,Lotion,1,872.89,2023-12-20 09:45:07.429234,UK,Glasgow,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174004,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Beth Brown,123e4567-e89b-12d3-a456-426614174005,Electronics,Smartphones,3,949.39,2024-04-18 09:45:07.429234,UK,London,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174005,N,Fraudulent Activity
